fecha,imagen,nombre,distribuidor,precio,ASIN,EAN
18-04-2023,https://m.media-amazon.com/images/I/41OZ-bjYmRL._AC_SX522_.jpg,comfort zone tranquillity blend tratamiento corporal - 50 ml,P&CProfesional,81.9,B01MYFU663,
18-04-2023,https://m.media-amazon.com/images/I/51RHsfqdghL._AC_SX522_.jpg,comfort zone tranquillity shower crema - 200 ml,P&CProfesional,34.2,B01ND3RNF9,
18-04-2023,https://m.media-amazon.com/images/I/51oFEdlTfsL._AC_SY879_.jpg,comfort zone sublime skin essence 100 ml,P&CProfesional,68.4,B077NF3R4W,
18-04-2023,https://m.media-amazon.com/images/I/51xHNBQN72L._AC_SX522_.jpg,comfort zone tranquillity bath & body oil aceite - 200 ml,P&CProfesional,89.1,B01NC23R9N,
18-04-2023,https://m.media-amazon.com/images/I/416Em1V9wyL._AC_SX522_.jpg,comfort zone remedy cream tratamiento facial - 60 ml,P&CProfesional,63.9,B06XDGDTM9,
18-04-2023,https://m.media-amazon.com/images/I/51uRMZqMBTL._AC_SX522_.jpg,"comfort zone, loción corporal - 200 ml.",P&CProfesional,36.0,B01N7UYUVY,8004698179668
18-04-2023,https://m.media-amazon.com/images/I/41q+WaYgwoL._AC_SX522_.jpg,comfort zone - active pureness hydra fluid,P&CProfesional,45.9,B01NBXIKIL,
18-04-2023,https://m.media-amazon.com/images/I/41pqH05J8EL._AC_SX522_.jpg,comfort zone sun soul oil spf 6 aceite corporal - 150 ml,P&CProfesional,39.0,B074Y3DQ47,
18-04-2023,https://m.media-amazon.com/images/I/511NxeoqgEL._AC_SX522_.jpg,sublime skin mascarilla elevadora.,P&CProfesional,86.4,B077NGWYRX,
18-04-2023,https://m.media-amazon.com/images/I/51bT2OlSYVL._SX522_.jpg,comfort zone hydramemory cream tratamiento facial - 60 ml,P&CProfesional,73.8,B01JTHDLTQ,
18-04-2023,https://m.media-amazon.com/images/I/51gb1tEOR4L._AC_SX522_.jpg,comfort zone remedy defense crema - 60 ml,P&CProfesional,76.5,B06XD65SNZ,
18-04-2023,https://m.media-amazon.com/images/I/51fwmbHdc+L._AC_SX522_.jpg,comfort zone active pureness gel,P&CProfesional,39.6,B01N5S2BHO,
18-04-2023,https://m.media-amazon.com/images/I/51sawcKkxUL._SX522_.jpg,"daviness, cuidado del pelo y del cuero cabelludo - 280 gr.",P&CProfesional,54.61,B00514HDDW,8004608224037
18-04-2023,https://m.media-amazon.com/images/I/51ZE-E-JBGL._AC_SX522_.jpg,comfort zone essential - desmaquillador bifásico,P&CProfesional,32.4,B07KJBL9RK,
18-04-2023,https://m.media-amazon.com/images/I/51f9jNpX4cL._AC_SX522_.jpg,comfort zone aromasoul - gel de ducha (200 ml),P&CProfesional,25.2,B07KK15DY1,
18-04-2023,https://m.media-amazon.com/images/I/618Ipo+1LVL._AC_SY741_.jpg,su crema protectora spf30 cara y cuerpo 100 ml,P&CProfesional,31.25,B08BV2JHQ5,
18-04-2023,https://m.media-amazon.com/images/I/61DipDlPqRL._AC_SY879_.jpg,"daviness, acondicionador de pelo - 75 gr.",P&CProfesional,11.25,B00VO6BMSS,8004608242987
18-04-2023,https://m.media-amazon.com/images/I/71ki0BqAwzL._SX385_.jpg,comfort zone sublime - crema de aceite para la piel (1 unidad),P&CProfesional,123.3,B07KJB395Z,
18-04-2023,https://m.media-amazon.com/images/I/51ImE7oSpLL._SY679_.jpg,suero sublime skin oil de comfort zone.,P&CProfesional,110.7,B07KJD3N8M,
18-04-2023,https://m.media-amazon.com/images/I/61Sk9fwSlGL._AC_SY879_.jpg,"daviness, acondicionador de pelo - 75 gr.",P&CProfesional,11.25,B00VO6BQ98,8004608242963
18-04-2023,https://m.media-amazon.com/images/I/71VDd-2i5+L._SX522_.jpg,"daviness, filtro solar corporal - 280 gr.",P&CProfesional,18.0,B00WT4CKH6,8004608247760
18-04-2023,https://m.media-amazon.com/images/I/61BqJCWy4bL._SX522_.jpg,skeyndor essential mini productos acondicionador minu - 75 ml,P&CProfesional,11.25,B00R13JF82,8004608253396
18-04-2023,https://m.media-amazon.com/images/I/51z18aFaY+L._AC_SX522_.jpg,"daviness, cuidado del pelo y del cuero cabelludo - 60 ml",P&CProfesional,11.75,B00VO6CERG,8004608245186
18-04-2023,https://m.media-amazon.com/images/I/51Zyvoq3avL._AC_SX522_.jpg,"comfort zone agua micelar esencial – botella de 200 ml – elimina el maquillaje fácilmente – para cara, ojos, labios – limpia poros, refrescante, ingredientes naturales",P&CProfesional,31.5,B01N36NQVJ,
18-04-2023,https://m.media-amazon.com/images/I/51ipoyaJgXL._AC_SX522_.jpg,authentic fórmulas nourishing oil r&c&c 140 ml,P&CProfesional,35.49,B01LEJKG36,
18-04-2023,https://m.media-amazon.com/images/I/81gMerN1KVL._AC_SY879_.jpg,davines concentrado - 500 ml,P&CProfesional,17.0,B0073G6B70,8004608230854
18-04-2023,https://m.media-amazon.com/images/I/51x6enww6+L._AC_SX522_.jpg,davines fitnest pigments nº4 medium brown/castaño,P&CProfesional,69.25,B005CKGO7Q,
18-04-2023,https://m.media-amazon.com/images/I/51D06qlltsL._AC_SY355_.jpg,davines fitnest pigments nº7 blonde/rubio medio,P&CProfesional,69.25,B0087CWAJC,
18-04-2023,https://m.media-amazon.com/images/I/61y1tu57KmL._AC_SX522_.jpg,davines elevating clay supercleanser 120g,P&CProfesional,95.84,B09LM698WG,
18-04-2023,https://m.media-amazon.com/images/I/41s4R5HomqL._AC_SX522_.jpg,"davines, set de regalo de pelo - 100 ml.",P&CProfesional,11.25,B01DF7WCP0,8004608250623
18-04-2023,https://m.media-amazon.com/images/I/71eITCwjI4L._AC_SY879_.jpg,"davines sobre aftersun aftersun para el rostro y el cuerpo, novedad 2018, 150 ml",P&CProfesional,29.75,B07C54JJRX,
18-04-2023,https://m.media-amazon.com/images/I/71PCmPX0+RL._AC_SX522_.jpg,davines nt nourishing hair building pak 60 ml*,P&CProfesional,11.75,B07D8RKS7Y,
18-04-2023,https://m.media-amazon.com/images/I/71pBlYxU7sL._AC_SY879_.jpg,"daviness, filtro solar corporal - 75 gr.",P&CProfesional,20.19,B015JWDUUA,8004608247746
18-04-2023,https://m.media-amazon.com/images/I/61Cx88pHWBL._AC_SX522_.jpg,davines nounou nourishing mascarilla para el pelo - 1000 ml,P&CProfesional,73.53,B0165H0MRC,8004608242086
18-04-2023,https://m.media-amazon.com/images/I/41utixM+ylL._AC_SX522_.jpg,davines more inside shimmering mist - 200 ml,P&CProfesional,20.19,B0746GSVF6,8004608252153
18-04-2023,https://m.media-amazon.com/images/I/71Kyra1kUGL._AC_SX522_.jpg,davines naturaltech tratamiento anticaida cabello 6 ml,P&CProfesional,70.55,B075JMLSGX,8004608255543
18-04-2023,https://m.media-amazon.com/images/I/51OH8c00iYL._AC_SY355_.jpg,davines fitnest pigments pearl/perla 280ml,P&CProfesional,54.61,B005CKGPKW,
18-04-2023,https://m.media-amazon.com/images/I/51j0HnVR80L._SY679_.jpg,davines finest pigments #6 rubio oscuro 280 ml - 280 ml,P&CProfesional,69.25,B07DX32TLC,
18-04-2023,https://m.media-amazon.com/images/I/610SWVY-RKL._AC_SY879_.jpg,davines solu shampoo - 75 ml,P&CProfesional,11.25,B00WQ60EKC,8004608243007
18-04-2023,https://m.media-amazon.com/images/I/511SxrWYoUL._AC_SX522_.jpg,davines naturaltech calming shampoo 100ml - champú lenitivo,P&CProfesional,11.75,B075JLRNG8,
