fecha,imagen,nombre,distribuidor,precio,ASIN,EAN
18-04-2023,https://m.media-amazon.com/images/I/31CmKpyPqNL._SY445_SX342_QL70_ML2_.jpg,davines nounou shampoo 400 g,KappyLook,53.0,B009ES1PWG,
18-04-2023,https://m.media-amazon.com/images/I/31kIp7wg5eL._SY445_SX342_QL70_ML2_.jpg,davines essential acondicionador nounou 250 ml - 250 ml,KappyLook,22.25,B0165H0JHU,8004608242031
18-04-2023,https://m.media-amazon.com/images/I/41cxszUCo6L.__AC_SX300_SY300_QL70_ML2_.jpg,davines love curl conditioner 250ml - acondicionador elastificante y controlador para cabello ondulado o rizado - new pak 2022,KappyLook,22.25,B09P1QXNPK,
18-04-2023,https://m.media-amazon.com/images/I/51kbNfy9-nL.__AC_SX300_SY300_QL70_ML2_.jpg,davines naturaltech nourishing shampoo 1000ml - champú nutritivo,KappyLook,54.25,B07ZL6B5SS,
18-04-2023,https://m.media-amazon.com/images/I/31FiOank5vL._SY445_SX342_QL70_ML2_.jpg,davines essential nounou mask 250 ml - 250 ml,KappyLook,30.5,B00OKQW8UK,8004608242079
18-04-2023,https://m.media-amazon.com/images/I/31i+fM9SXEL._SX342_SY445_.jpg,"davines - spray sin gas para fijación de pelo, 250 ml",KappyLook,27.95,B06XKKXX4D,8004608252146
18-04-2023,https://m.media-amazon.com/images/I/41k14mChAFL._SX342_SY445_QL70_ML2_.jpg,davines essential champú dede 295000 g,KappyLook,20.0,B0165GY9VI,
18-04-2023,https://m.media-amazon.com/images/I/31yDEoyhoeL._SX342_SY445_QL70_ML2_.jpg,davines essential solu champú 400 g (881-14861),KappyLook,20.0,B00OOUF48K,
18-04-2023,https://m.media-amazon.com/images/I/61R0Gfz7SoL.__AC_SX300_SY300_QL70_ML2_.jpg,davines champú love smoothing - 250 ml,KappyLook,20.0,B00U1JHWR4,8004608245872
18-04-2023,https://m.media-amazon.com/images/I/61BKTGqcrVL.__AC_SX300_SY300_QL70_ML2_.jpg,davines oi oil reestructurante sin aclarado - 50 ml,KappyLook,16.75,B008B91H0E,
18-04-2023,https://m.media-amazon.com/images/I/31MHl3LSqcL._SX342_SY445_QL70_ML2_.jpg,davines naturaltech replumping acondicionador 150 ml,KappyLook,20.85,B00GTW4QQ2,
18-04-2023,https://m.media-amazon.com/images/I/61aT6ybYFgL.__AC_SX300_SY300_QL70_ML2_.jpg,davines oi absolute beautifying acondicionador - 250 ml,KappyLook,26.75,,
18-04-2023,https://m.media-amazon.com/images/I/81Oaf-dCApL.__AC_SX300_SY300_QL70_ML2_.jpg,"davines natural tech energizing – champú para cabellos finos, fragiles y con tendencia a la caída",KappyLook,19.9,B006JYMPUO,
18-04-2023,https://m.media-amazon.com/images/I/71kMQxQ4VHL.__AC_SX300_SY300_QL70_ML2_.jpg,davines naturaltech replumping champú 250 ml,KappyLook,22.5,B00GTW4S3S,8004608240389
18-04-2023,https://m.media-amazon.com/images/I/61JNPqSDvdS.__AC_SX300_SY300_QL70_ML2_.jpg,davines champú - 280 ml,KappyLook,22.5,B00ZPQ129C,8004608247630
